XWALK_CRSE_NUMBER_PK|SRS_SUBJ_CODE|SRS_COURSE_NUMBER|SRS_COURSE_ID|NGSS_SUBJECT|NGSS_COURSE_NUMBER|NGSS_COURSE_ID|SRS_TOPICS_IND|CONV_TOPICS_IND|CONV_TITLE|CONV_LONG_TITLE|DATA_ORIGIN|CREATED_ON_DATE
AFRC710AFRC7100|AFRC|710|AFRC710|AFRC|7100|AFRC7100|Y||Pol/soc Hist Afr Diasp|Political Economy and Social History of Africa and the African Diaspora|RENUMBER|1/23/2022 8:00:56 PM
AFRC710PSCI7290|AFRC|710|AFRC710|PSCI|7290|PSCI7290|Y||Pol/soc Hist Afr Diasp|Political Economy and Social History of Africa and the African Diaspora|RENUMBER|1/23/2022 8:00:56 PM
AFRC720AFRC7200|AFRC|720|AFRC720|AFRC|7200|AFRC7200|Y||Graduate Prospectus Sem|Graduate Prospectus and Grant-Writing Seminar|RENUMBER|1/23/2022 8:00:56 PM
AFRC990AFRC9900|AFRC|990|AFRC990|AFRC|9900|AFRC9900|||Masters Thesis|MASTERS THESIS|RENUMBER|1/23/2022 8:00:56 PM
AFRC995AFRC9950|AFRC|995|AFRC995|AFRC|9950|AFRC9950|||Dissertation|Dissertation|RENUMBER|1/23/2022 8:00:56 PM
AFRC999AFRC9999|AFRC|999|AFRC999|AFRC|9999|AFRC9999|||Independent Study|Graduate Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ALAN140ALAN0100|ALAN|140|ALAN140|ALAN|0100|ALAN0100|||Elem Mongolian I|Elementary Mongolian I|RENUMBER|1/23/2022 8:00:56 PM
ALAN141ALAN0200|ALAN|141|ALAN141|ALAN|0200|ALAN0200|||Elem Mongolian II|Elementary Mongolian II|RENUMBER|1/23/2022 8:00:56 PM
ALAN240ALAN0300|ALAN|240|ALAN240|ALAN|0300|ALAN0300|||INTERM MONGOLIAN I|Intermediate Mongolian I|RENUMBER|1/23/2022 8:00:56 PM
ALAN241ALAN0400|ALAN|241|ALAN241|ALAN|0400|ALAN0400|||Interm Mongolian II|Intermediate Mongolian II|RENUMBER|1/23/2022 8:00:56 PM
ALAN298ALAN4982|ALAN|298|ALAN298|ALAN|4982|ALAN4982|||Language Study Abroad|Language Study Abroad|RENUMBER|1/23/2022 8:00:56 PM
ALAN399ALAN3999|ALAN|399|ALAN399|ALAN|3999|ALAN3999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ALAN499ALAN4999|ALAN|499|ALAN499|ALAN|4999|ALAN4999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ALAN599ALAN5999|ALAN|599|ALAN599|ALAN|5999|ALAN5999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
AMCS510AMCS5101|AMCS|510|AMCS510|AMCS|5101|AMCS5101|||Complex Analysis|Complex Analysis|RENUMBER|1/23/2022 8:00:56 PM
AMCS520AMCS5200|AMCS|520|AMCS520|AMCS|5200|AMCS5200|||Ordinary Differ Equation|Ordinary Differential Equations|RENUMBER|1/23/2022 8:00:56 PM
AMCS525AMCS5250|AMCS|525|AMCS525|AMCS|5250|AMCS5250|||Partial Differ Equations|Partial Dif Equations|RENUMBER|1/23/2022 8:00:56 PM
AMCS599AMCS5999|AMCS|599|AMCS599|AMCS|5999|AMCS5999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
AMCS602AMCS6020|AMCS|602|AMCS602|AMCS|6020|AMCS6020|||Algebraic Techiques I|Algebraic Techniques for Applied Mathematics and Computational Science, I.|RENUMBER|1/23/2022 8:00:56 PM
AMCS603AMCS6030|AMCS|603|AMCS603|AMCS|6030|AMCS6030|||Algebraic Techiques II|Algebraic Techniques for Applied Mathematics and Computational Science, II.|RENUMBER|1/23/2022 8:00:56 PM
AMCS810AMCS8010|AMCS|810|AMCS810|AMCS|8010|AMCS8010|||Reading Seminar|Reading Seminar|RENUMBER|1/23/2022 8:00:56 PM
AMCS990AMCS9990|AMCS|990|AMCS990|AMCS|9990|AMCS9990|||Masters Reg Tuition|Masters Reg Tuition|RENUMBER|1/23/2022 8:00:56 PM
AMCS995AMCS9950|AMCS|995|AMCS995|AMCS|9950|AMCS9950|||Dissertation|Dissertation|RENUMBER|1/23/2022 8:00:56 PM
AMCS999AMCS9999|AMCS|999|AMCS999|AMCS|9999|AMCS9999|||Ind Study & Research|Independent Study & Research|RENUMBER|1/23/2022 8:00:56 PM
AMHR240AMHR0100|AMHR|240|AMHR240|AMHR|0100|AMHR0100|||Elementary Amharic I|Elementary Amharic I|RENUMBER|1/23/2022 8:00:56 PM
AMHR241AMHR0200|AMHR|241|AMHR241|AMHR|0200|AMHR0200|||Elementary Amharic II|Elementary Amharic II|RENUMBER|1/23/2022 8:00:56 PM
AMHR242AMHR0300|AMHR|242|AMHR242|AMHR|0300|AMHR0300|||Intermediate Amharic I|Intermediate Amharic I|RENUMBER|1/23/2022 8:00:56 PM
AMHR243AMHR0400|AMHR|243|AMHR243|AMHR|0400|AMHR0400|||Intermediate Amharic II|Intermediate Amharic II|RENUMBER|1/23/2022 8:00:56 PM
AMHR247AMHR1100|AMHR|247|AMHR247|AMHR|1100|AMHR1100|||Advanced Amharic|Advanced Amharic|RENUMBER|1/23/2022 8:00:56 PM
AMHR649AMHR1300|AMHR|649|AMHR649|AMHR|1300|AMHR1300|||Amharic Lang & Culture|Amharic Language and Culture|RENUMBER|1/23/2022 8:00:56 PM
ANAT502ANAT5020|ANAT|502|ANAT502|ANAT|5020|ANAT5020|||||MFREP|1/23/2022 8:00:56 PM
ANAT505ANAT5050|ANAT|505|ANAT505|ANAT|5050|ANAT5050|||||MFREP|1/23/2022 8:00:56 PM
ANAT512ANAT5120|ANAT|512|ANAT512|ANAT|5120|ANAT5120|||||MFREP|1/23/2022 8:00:56 PM
ANAT513ANAT5130|ANAT|513|ANAT513|ANAT|5130|ANAT5130|||||MFREP|1/23/2022 8:00:56 PM
ANAT514ANAT5140|ANAT|514|ANAT514|ANAT|5140|ANAT5140|||||MFREP|1/23/2022 8:00:56 PM
ANAT515ANAT5150|ANAT|515|ANAT515|ANAT|5150|ANAT5150|||||MFREP|1/23/2022 8:00:56 PM
ANAT516ANAT5160|ANAT|516|ANAT516|ANAT|5160|ANAT5160|||||MFREP|1/23/2022 8:00:56 PM
ANAT517ANAT5170|ANAT|517|ANAT517|ANAT|5170|ANAT5170|||||MFREP|1/23/2022 8:00:56 PM
ANAT518ANAT5180|ANAT|518|ANAT518|ANAT|5180|ANAT5180|||||MFREP|1/23/2022 8:00:56 PM
ANAT519ANAT5190|ANAT|519|ANAT519|ANAT|5190|ANAT5190|||||MFREP|1/23/2022 8:00:56 PM
ANCH026HIST0720|ANCH|026|ANCH026|HIST|0720|HIST0720|||Ancient Greece|Ancient Greece|RENUMBER|1/23/2022 8:00:56 PM
ANCH026ANCH0101|ANCH|026|ANCH026|ANCH|0101|ANCH0101|||Ancient Greece|Ancient Greece|RENUMBER|1/23/2022 8:00:56 PM
ANCH026CLST0101|ANCH|026|ANCH026|CLST|0101|CLST0101|||Ancient Greece|Ancient Greece|RENUMBER|1/23/2022 8:00:56 PM
ANCH027CLST0102|ANCH|027|ANCH027|CLST|0102|CLST0102|||Ancient Rome|Ancient Rome|RENUMBER|1/23/2022 8:00:56 PM
ANCH027HIST0721|ANCH|027|ANCH027|HIST|0721|HIST0721|||Ancient Rome|Ancient Rome|RENUMBER|1/23/2022 8:00:56 PM
ANCH027ANCH0102|ANCH|027|ANCH027|ANCH|0102|ANCH0102|||Ancient Rome|Ancient Rome|RENUMBER|1/23/2022 8:00:56 PM
ANCH118ARTH0134|ANCH|118|ANCH118|ARTH|0134|ARTH0134|||Wonders of Ancient World|The Seven Wonders: History of the Ancient Near East and Greece|RENUMBER|1/23/2022 8:00:56 PM
ANCH118ANCH1304|ANCH|118|ANCH118|ANCH|1304|ANCH1304|||Wonders of Ancient World|The Seven Wonders: History of the Ancient Near East and Greece|RENUMBER|1/23/2022 8:00:56 PM
ANCH146ANCH1100|ANCH|146|ANCH146|ANCH|1100|ANCH1100|||Ancient Med Empires|Ancient Mediterranean Empires|RENUMBER|1/23/2022 8:00:56 PM
ANCH146CLST1100|ANCH|146|ANCH146|CLST|1100|CLST1100|||Ancient Med Empires|Ancient Mediterranean Empires|RENUMBER|1/23/2022 8:00:56 PM
ANCH202ANCH3207|ANCH|202|ANCH202|ANCH|3207|ANCH3207|||Cleopatra|Cleopatra|RENUMBER|1/23/2022 8:00:56 PM
ANCH219ANCH1201|ANCH|219|ANCH219|ANCH|1201|ANCH1201|||Grt Btls Anch Wrld|Great Battles of the Ancient World|RENUMBER|1/23/2022 8:00:56 PM
ANCH257ANCH3205|ANCH|257|ANCH257|ANCH|3205|ANCH3205|||Religion and the Polis|Religion and the Polis|RENUMBER|1/23/2022 8:00:56 PM
ANCH257CLST3205|ANCH|257|ANCH257|CLST|3205|CLST3205|||Religion and the Polis|Religion and the Polis|RENUMBER|1/23/2022 8:00:56 PM
ANCH298ANCH3982|ANCH|298|ANCH298|ANCH|3982|ANCH3982|||Study Abroad|Study Abroad|RENUMBER|1/23/2022 8:00:56 PM
ANCH301CLST3204|ANCH|301|ANCH301|CLST|3204|CLST3204|||Lies My Ancient History|Lies My Ancient History Teacher Told Me|RENUMBER|1/23/2022 8:00:56 PM
ANCH301ANCH3204|ANCH|301|ANCH301|ANCH|3204|ANCH3204|||Lies My Ancient History|Lies My Ancient History Teacher Told Me|RENUMBER|1/23/2022 8:00:56 PM
ANCH303CLST3203|ANCH|303|ANCH303|CLST|3203|CLST3203|||Power and Peril|Power and Peril: The Paradox of Monarchy among Ancient Greeks, Romans, and Jews|RENUMBER|1/23/2022 8:00:56 PM
ANCH303RELS3203|ANCH|303|ANCH303|RELS|3203|RELS3203|||Power and Peril|Power and Peril: The Paradox of Monarchy among Ancient Greeks, Romans, and Jews|RENUMBER|1/23/2022 8:00:56 PM
ANCH303JWST3203|ANCH|303|ANCH303|JWST|3203|JWST3203|||Power and Peril|Power and Peril: The Paradox of Monarchy among Ancient Greeks, Romans, and Jews|RENUMBER|1/23/2022 8:00:56 PM
ANCH303ANCH3203|ANCH|303|ANCH303|ANCH|3203|ANCH3203|||Power and Peril|Power and Peril: The Paradox of Monarchy among Ancient Greeks, Romans, and Jews|RENUMBER|1/23/2022 8:00:56 PM
ANCH305ANCH3206|ANCH|305|ANCH305|ANCH|3206|ANCH3206|||Jewish Diaspora, Roman|Jewish Diaspora in the Roman Empire|RENUMBER|1/23/2022 8:00:56 PM
ANCH305CLST3206|ANCH|305|ANCH305|CLST|3206|CLST3206|||Jewish Diaspora, Roman|Jewish Diaspora in the Roman Empire|RENUMBER|1/23/2022 8:00:56 PM
ANCH305JWST3206|ANCH|305|ANCH305|JWST|3206|JWST3206|||Jewish Diaspora, Roman|Jewish Diaspora in the Roman Empire|RENUMBER|1/23/2022 8:00:56 PM
ANCH307ANCH3208|ANCH|307|ANCH307|ANCH|3208|ANCH3208|||Marginality Roman World|Marginality in the Roman World|RENUMBER|1/23/2022 8:00:56 PM
ANCH307CLST3208|ANCH|307|ANCH307|CLST|3208|CLST3208|||Marginality Roman World|Marginality in the Roman World|RENUMBER|1/23/2022 8:00:56 PM
ANCH311ANCH3201|ANCH|311|ANCH311|ANCH|3201|ANCH3201|||Disaster Anc Med World|Disasters in the Ancient Mediterranean World|RENUMBER|1/23/2022 8:00:56 PM
ANCH311CLST3201|ANCH|311|ANCH311|CLST|3201|CLST3201|||Disaster Anc Med World|Disasters in the Ancient Mediterranean World|RENUMBER|1/23/2022 8:00:56 PM
ANCH317HIST0875|ANCH|317|ANCH317|HIST|0875|HIST0875|||Classics Black Atlantic|Classicism in the Black Atlantic, 1776-1968|RENUMBER|1/23/2022 8:00:56 PM
ANCH317ANCH3210|ANCH|317|ANCH317|ANCH|3210|ANCH3210|||Classics Black Atlantic|Classicism in the Black Atlantic, 1776-1968|RENUMBER|1/23/2022 8:00:56 PM
ANCH323ANCH3104|ANCH|323|ANCH323|ANCH|3104|ANCH3104|||Grk Wrld After Alex Grt|Greek World After Alexander the Great|RENUMBER|1/23/2022 8:00:56 PM
ANCH323CLST3104|ANCH|323|ANCH323|CLST|3104|CLST3104|||Grk Wrld After Alex Grt|Greek World After Alexander the Great|RENUMBER|1/23/2022 8:00:56 PM
ANCH330ANCH3102|ANCH|330|ANCH330|ANCH|3102|ANCH3102|||History of Macedonia|The Rise and Decline of Macedonia|RENUMBER|1/23/2022 8:00:56 PM
ANCH330CLST3102|ANCH|330|ANCH330|CLST|3102|CLST3102|||History of Macedonia|The Rise and Decline of Macedonia|RENUMBER|1/23/2022 8:00:56 PM
ANCH363ANCH3209|ANCH|363|ANCH363|ANCH|3209|ANCH3209|||Foreigners in Rome|Foreigners in Rome|RENUMBER|1/23/2022 8:00:56 PM
ANCH363CLST3209|ANCH|363|ANCH363|CLST|3209|CLST3209|||Foreigners in Rome|Foreigners in Rome|RENUMBER|1/23/2022 8:00:56 PM
ANCH384CLST3103|ANCH|384|ANCH384|CLST|3103|CLST3103|||Hellenistic & Roman Near East|The Hellenistic and Roman Near East|RENUMBER|1/23/2022 8:00:56 PM
ANCH384ANCH3103|ANCH|384|ANCH384|ANCH|3103|ANCH3103|||Hellenistic & Roman Near East|The Hellenistic and Roman Near East|RENUMBER|1/23/2022 8:00:56 PM
ANCH384NELC3060|ANCH|384|ANCH384|NELC|3060|NELC3060|||Hellenistic & Roman Near East|The Hellenistic and Roman Near East|RENUMBER|1/23/2022 8:00:56 PM
ANCH398LATN4998|ANCH|398|ANCH398|LATN|4998|LATN4998|||Senior Research Paper|Senior Research Paper (Honors Thesis)|RENUMBER|1/23/2022 8:00:56 PM
ANCH398ANCH4998|ANCH|398|ANCH398|ANCH|4998|ANCH4998|||Senior Research Paper|Senior Research Paper (Honors Thesis)|RENUMBER|1/23/2022 8:00:56 PM
ANCH399LATN0000|ANCH|399|ANCH399|LATN|0000|LATN0000|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ANCH399ANCH3999|ANCH|399|ANCH399|ANCH|3999|ANCH3999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ANCH501ANCH7206|ANCH|501|ANCH501|ANCH|7206|ANCH7206|||Comparative Law & Legal|Comparative Law and Legal Systems of Late Antiquity: Islamic and Roman Law|RENUMBER|1/23/2022 8:00:56 PM
ANCH501NELC7206|ANCH|501|ANCH501|NELC|7206|NELC7206|||Comparative Law & Legal|Comparative Law and Legal Systems of Late Antiquity: Islamic and Roman Law|RENUMBER|1/23/2022 8:00:56 PM
ANCH506ANCH5800|ANCH|506|ANCH506|ANCH|5800|ANCH5800|||MLA Proseminar|MLA Proseminar: Ancient Economies|RENUMBER|1/23/2022 8:00:56 PM
ANCH534ANCH5340|ANCH|534|ANCH534|ANCH|5340|ANCH5340|Y||Problems Greek History|Problems in Greek History|RENUMBER|1/23/2022 8:00:56 PM
ANCH535ANCH6102|ANCH|535|ANCH535|ANCH|6102|ANCH6102|Y||Problems Hellenistic History|Problems in Hellenistic History|RENUMBER|1/23/2022 8:00:56 PM
ANCH535ANCH6103|ANCH|535|ANCH535|ANCH|6103|ANCH6103|Y||Problems Grek/Rmn Hist|Problems in Roman History: Roman Empire|RENUMBER|1/23/2022 8:00:56 PM
ANCH604ANCH7204|ANCH|604|ANCH604|ANCH|7204|ANCH7204|||Provincial Perspectives|Provincial Perspectives|RENUMBER|1/23/2022 8:00:56 PM
ANCH605ANCH7207|ANCH|605|ANCH605|ANCH|7207|ANCH7207|||Revolts in the Roman Empire|Revolts in the Roman Empire|RENUMBER|1/23/2022 8:00:56 PM
ANCH606ANCH7101|ANCH|606|ANCH606|ANCH|7101|ANCH7101|||Hellenistic History|Livy on Hellenistic History|RENUMBER|1/23/2022 8:00:56 PM
ANCH608ANCH6080|ANCH|608|ANCH608|ANCH|6080|ANCH6080|||Worlds of Late Antiquity|Worlds of Late Antiquity|RENUMBER|1/23/2022 8:00:56 PM
ANCH608NELC6080|ANCH|608|ANCH608|NELC|6080|NELC6080|||Worlds of Late Antiquity|Worlds of Late Antiquity|RENUMBER|1/23/2022 8:00:56 PM
ANCH608RELS6080|ANCH|608|ANCH608|RELS|6080|RELS6080|||Worlds of Late Antiquity|Worlds of Late Antiquity|RENUMBER|1/23/2022 8:00:56 PM
ANCH609ANCH7208|ANCH|609|ANCH609|ANCH|7208|ANCH7208|||Biographical Approaches|Biographical Approaches to Antiquity|RENUMBER|1/23/2022 8:00:56 PM
ANCH609CLST7208|ANCH|609|ANCH609|CLST|7208|CLST7208|||Biographical Approaches|Biographical Approaches to Antiquity|RENUMBER|1/23/2022 8:00:56 PM
ANCH611GREK7802|ANCH|611|ANCH611|GREK|7802|GREK7802|||Greek Epigraphy|Greek Epigraphy|RENUMBER|1/23/2022 8:00:56 PM
ANCH611ANCH7202|ANCH|611|ANCH611|ANCH|7202|ANCH7202|||Greek Epigraphy|Greek Epigraphy|RENUMBER|1/23/2022 8:00:56 PM
ANCH702ANCH7205|ANCH|702|ANCH702|ANCH|7205|ANCH7205|||Greek Sanctuaries|Greek Sanctuaries|RENUMBER|1/23/2022 8:00:56 PM
ANCH990ANCH9900|ANCH|990|ANCH990|ANCH|9900|ANCH9900|||Masters Thesis|Masters Thesis|RENUMBER|1/23/2022 8:00:56 PM
ANCH995ANCH9950|ANCH|995|ANCH995|ANCH|9950|ANCH9950|||Dissertation|Dissertation|RENUMBER|1/23/2022 8:00:56 PM
ANCH999ANCH9999|ANCH|999|ANCH999|ANCH|9999|ANCH9999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ANEL440ANEL4000|ANEL|440|ANEL440|ANEL|4000|ANEL4000|||1st Year Akkadian I|First Year Akkadian I|RENUMBER|1/23/2022 8:00:56 PM
ANEL441ANEL4100|ANEL|441|ANEL441|ANEL|4100|ANEL4100|||1st Year Akkadian II|First Year Akkadian II|RENUMBER|1/23/2022 8:00:56 PM
ANEL446ANEL4200|ANEL|446|ANEL446|ANEL|4200|ANEL4200|||Beginning Sumerian|Beginning Sumerian|RENUMBER|1/23/2022 8:00:56 PM
ANEL460ANEL4500|ANEL|460|ANEL460|ANEL|4500|ANEL4500|||Middle Egyptian|Middle Egyptian|RENUMBER|1/23/2022 8:00:56 PM
ANEL461ANEL4600|ANEL|461|ANEL461|ANEL|4600|ANEL4600|||Middle Egyptian Texts|Middle Egyptian Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL540ANEL6250|ANEL|540|ANEL540|ANEL|6250|ANEL6250|||Akkadian Literary Texts|Akkadian Literary Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL541ANEL6300|ANEL|541|ANEL541|ANEL|6300|ANEL6300|||Akkadian Hist Texts|Akkadian Historical Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL542ANEL6350|ANEL|542|ANEL542|ANEL|6350|ANEL6350|||Akkadian Letters|Akkadian Letters|RENUMBER|1/23/2022 8:00:56 PM
ANEL546ANEL6400|ANEL|546|ANEL546|ANEL|6400|ANEL6400|||Intermediate Sumerian|Intermediate Sumerian|RENUMBER|1/23/2022 8:00:56 PM
ANEL560ANEL6700|ANEL|560|ANEL560|ANEL|6700|ANEL6700|||Late Egyptian|Late Egyptian|RENUMBER|1/23/2022 8:00:56 PM
ANEL563AFRC6750|ANEL|563|ANEL563|AFRC|6750|AFRC6750|||Old Egyptian|Old Egyptian|RENUMBER|1/23/2022 8:00:56 PM
ANEL563ANEL6750|ANEL|563|ANEL563|ANEL|6750|ANEL6750|||Old Egyptian|Old Egyptian|RENUMBER|1/23/2022 8:00:56 PM
ANEL599ANEL8999|ANEL|599|ANEL599|ANEL|8999|ANEL8999|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
ANEL640ANEL6000|ANEL|640|ANEL640|ANEL|6000|ANEL6000|||1st Year Akkadian I|First Year Akkadian I|RENUMBER|1/23/2022 8:00:56 PM
ANEL641ANEL6100|ANEL|641|ANEL641|ANEL|6100|ANEL6100|||1st Year Akkadian II|First Year Akkadian II|RENUMBER|1/23/2022 8:00:56 PM
ANEL644ANEL7000|ANEL|644|ANEL644|ANEL|7000|ANEL7000|||Rdgs Akkadian Texts I|Readings in Akkadian Texts I|RENUMBER|1/23/2022 8:00:56 PM
ANEL646ANEL7200|ANEL|646|ANEL646|ANEL|7200|ANEL7200|||Sumerian Relig/Magc Txts|The Land of Sumer: Writing, Language, and Culture|RENUMBER|1/23/2022 8:00:56 PM
ANEL647ANEL7300|ANEL|647|ANEL647|ANEL|7300|ANEL7300|||Sumerian Daily Texts|Sumerian Daily Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL664RELS6800|ANEL|664|ANEL664|RELS|6800|RELS6800|||Coptic|Coptic|RENUMBER|1/23/2022 8:00:56 PM
ANEL664ANEL6800|ANEL|664|ANEL664|ANEL|6800|ANEL6800|||Coptic|Coptic|RENUMBER|1/23/2022 8:00:56 PM
ANEL665ANEL6650|ANEL|665|ANEL665|ANEL|6650|ANEL6650|||Demotic|Demotic|RENUMBER|1/23/2022 8:00:56 PM
ANEL740ANEL7400|ANEL|740|ANEL740|ANEL|7400|ANEL7400|||Akkad Relig/Scien Txts|Akkadian Religious and Scientific Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL741ANEL7500|ANEL|741|ANEL741|ANEL|7500|ANEL7500|||Akkad Legal Txts|Akkadian Legal Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL742ANEL7600|ANEL|742|ANEL742|ANEL|7600|ANEL7600|||Akkadian Econ Texts|Akkadian Economic Texts|RENUMBER|1/23/2022 8:00:56 PM
ANEL743ANEL7430|ANEL|743|ANEL743|ANEL|7430|ANEL7430|||Peripheral Akkadian|Peripheral Akkadian|RENUMBER|1/23/2022 8:00:56 PM
ANEL746ANEL7700|ANEL|746|ANEL746|ANEL|7700|ANEL7700|||Sumerian Scholarly Texts|Readings in Sumerian Texts|RENUMBER|1/23/2022 8:00:56 PM
ANTH001ANTH0010|ANTH|001|ANTH001|ANTH|0010|ANTH0010|||Intro Archaeology|Archaeology: Window to the Human Past|RENUMBER|1/23/2022 8:00:56 PM
ANTH002ANTH0020|ANTH|002|ANTH002|ANTH|0020|ANTH0020|||Intro Cultural Anthro|Introduction to Cultural Anthropology|RENUMBER|1/23/2022 8:00:56 PM
ANTH003ANTH0030|ANTH|003|ANTH003|ANTH|0030|ANTH0030|||Intro Human Evolution|Introduction to Human Evolution|RENUMBER|1/23/2022 8:00:56 PM
ANTH004ANTH0040|ANTH|004|ANTH004|ANTH|0040|ANTH0040|||Mdrn Wrld-Cltrl Bkgnd|The Modern World and Its Cultural Background|RENUMBER|1/23/2022 8:00:56 PM
ANTH005ANTH0050|ANTH|005|ANTH005|ANTH|0050|ANTH0050|||Great Transformations|Great Transformations|RENUMBER|1/23/2022 8:00:56 PM
ANTH012ANTH0120|ANTH|012|ANTH012|ANTH|0120|ANTH0120|||Globalization|Globalization And Its Historical Significance|RENUMBER|1/23/2022 8:00:56 PM
ANTH012HIST0862|ANTH|012|ANTH012|HIST|0862|HIST0862|||Globalization|Globalization And Its Historical Significance|RENUMBER|1/23/2022 8:00:56 PM
ANTH012SOCI2910|ANTH|012|ANTH012|SOCI|2910|SOCI2910|||Globalization|Globalization And Its Historical Significance|RENUMBER|1/23/2022 8:00:56 PM
ANTH024ANTH0024|ANTH|024|ANTH024|ANTH|0024|ANTH0024|||Archaeology Pop Culture|Archaeology and Popular Culture|RENUMBER|1/23/2022 8:00:56 PM
ANTH031ANTH0031|ANTH|031|ANTH031|ANTH|0031|ANTH0031|||Rights of Nature|The "Rights of Nature" in Times of Conflict and Transition|RENUMBER|1/23/2022 8:00:56 PM
ANTH033ANTH0330|ANTH|033|ANTH033|ANTH|0330|ANTH0330|||Lang, Soc, Hum Exp|Language, Society, and the Human Experience|RENUMBER|1/23/2022 8:00:56 PM
ANTH045ANTH0045|ANTH|045|ANTH045|ANTH|0045|ANTH0045|||ENVIRONMENT SHAPED US|How Our Environment Has Shaped Us|RENUMBER|1/23/2022 8:00:56 PM
ANTH060ANTH0600|ANTH|060|ANTH060|ANTH|0600|ANTH0600|||Cultures of Science & Tech|Cultures of Science and Technology|RENUMBER|1/23/2022 8:00:56 PM
ANTH086ANTH0860|ANTH|086|ANTH086|ANTH|0860|ANTH0860|||Desire and Demand|Desire and Demand: Culture and Consumption in the Global Marketplace|RENUMBER|1/23/2022 8:00:56 PM
ANTH100NELC1950|ANTH|100|ANTH100|NELC|1950|NELC1950|Y||Anth & the Modern World|Topics In Anthropology and the Modern World|RENUMBER|1/23/2022 8:00:56 PM
ANTH100SAST1010|ANTH|100|ANTH100|SAST|1010|SAST1010|Y||Anth & the Modern World|Topics In Anthropology and the Modern World|RENUMBER|1/23/2022 8:00:56 PM
ANTH100ANTH1010|ANTH|100|ANTH100|ANTH|1010|ANTH1010|Y||Anth & the Modern World|Topics In Anthropology and the Modern World|RENUMBER|1/23/2022 8:00:56 PM
ANTH104ANTH1040|ANTH|104|ANTH104|ANTH|1040|ANTH1040|||Sex & Human Nature|Sex and Human Nature|RENUMBER|1/23/2022 8:00:56 PM
ANTH104GSWS1040|ANTH|104|ANTH104|GSWS|1040|GSWS1040|||Sex & Human Nature|Sex and Human Nature|RENUMBER|1/23/2022 8:00:56 PM
ANTH105ANTH1050|ANTH|105|ANTH105|ANTH|1050|ANTH1050|||Human Adaptation|Human Adaptation|RENUMBER|1/23/2022 8:00:56 PM
ANTH109ANTH1090|ANTH|109|ANTH109|ANTH|1090|ANTH1090|||Anthro of the Senses|Anthropology of the Senses|RENUMBER|1/23/2022 8:00:56 PM
ANTH114ANTH1140|ANTH|114|ANTH114|ANTH|1140|ANTH1140|||MIGRATION AND BORDERS|Migration and Borders|RENUMBER|1/23/2022 8:00:56 PM
ANTH116ANTH1160|ANTH|116|ANTH116|ANTH|1160|ANTH1160|||Caribbean Cult & Politic|Caribbean Culture and Politics|RENUMBER|1/23/2022 8:00:56 PM
ANTH116LALS1160|ANTH|116|ANTH116|LALS|1160|LALS1160|||Caribbean Cult & Politic|Caribbean Culture and Politics|RENUMBER|1/23/2022 8:00:56 PM
ANTH116AFRC1160|ANTH|116|ANTH116|AFRC|1160|AFRC1160|||Caribbean Cult & Politic|Caribbean Culture and Politics|RENUMBER|1/23/2022 8:00:56 PM
ANTH122ANTH1222|ANTH|122|ANTH122|ANTH|1222|ANTH1222|||Becoming Human|Becoming Human|RENUMBER|1/23/2022 8:00:56 PM
ANTH123ANTH1230|ANTH|123|ANTH123|ANTH|1230|ANTH1230|||Communication & Culture|Communication & Culture|RENUMBER|1/23/2022 8:00:56 PM
ANTH131ANTH1310|ANTH|131|ANTH131|ANTH|1310|ANTH1310|||Small Business Anthro|Small Business Anthropology|RENUMBER|1/23/2022 8:00:56 PM
ANTH131URBS1310|ANTH|131|ANTH131|URBS|1310|URBS1310|||Small Business Anthro|Small Business Anthropology|RENUMBER|1/23/2022 8:00:56 PM
ANTH134ANTH1340|ANTH|134|ANTH134|ANTH|1340|ANTH1340|||Intro to Poli Ecology|Making the Natural World: An Introduction to Political Ecology|RENUMBER|1/23/2022 8:00:56 PM
ANTH140HIST0813|ANTH|140|ANTH140|HIST|0813|HIST0813|||Race & Science in Phila.|Histories of Race and Science in Philadelphia|RENUMBER|1/23/2022 8:00:56 PM
ANTH140ANTH1400|ANTH|140|ANTH140|ANTH|1400|ANTH1400|||Race & Science in Phila.|Histories of Race and Science in Philadelphia|RENUMBER|1/23/2022 8:00:56 PM
